case_label,state_label,state_voltage,frame_index,time_ms,frame_name,vapor_area_fraction,active_length_fraction,predicted_instances
5gs_22C,27.5,27.5,28,9.333333333333334,192.168.0.10_C001H001S0001000029.bmp,0.03518415178571429,0.29296875,201
5gs_22C,27.5,27.5,29,9.666666666666666,192.168.0.10_C001H001S0001000030.bmp,0.030747767857142855,0.2705078125,198
5gs_22C,27.5,27.5,30,10.0,192.168.0.10_C001H001S0001000031.bmp,0.03221261160714286,0.267578125,195
5gs_22C,27.5,27.5,31,10.333333333333334,192.168.0.10_C001H001S0001000032.bmp,0.03182198660714286,0.2685546875,199
5gs_22C,27.5,27.5,32,10.666666666666666,192.168.0.10_C001H001S0001000033.bmp,0.03238002232142857,0.2861328125,192
5gs_22C,27.5,27.5,33,11.0,192.168.0.10_C001H001S0001000034.bmp,0.03655133928571429,0.2900390625,186
5gs_22C,27.5,27.5,34,11.333333333333334,192.168.0.10_C001H001S0001000035.bmp,0.036802455357142855,0.2880859375,184
5gs_22C,27.5,27.5,35,11.666666666666666,192.168.0.10_C001H001S0001000036.bmp,0.030161830357142858,0.248046875,175
5gs_22C,27.5,27.5,36,12.0,192.168.0.10_C001H001S0001000037.bmp,0.03158482142857143,0.2470703125,179
5gs_22C,27.5,27.5,37,12.333333333333334,192.168.0.10_C001H001S0001000038.bmp,0.03304966517857143,0.2685546875,185
5gs_22C,27.5,27.5,38,12.666666666666666,192.168.0.10_C001H001S0001000039.bmp,0.033565848214285716,0.279296875,191
5gs_22C,27.5,27.5,39,13.0,192.168.0.10_C001H001S0001000040.bmp,0.03433314732142857,0.2724609375,183
5gs_22C,27.5,27.5,40,13.333333333333334,192.168.0.10_C001H001S0001000041.bmp,0.03325892857142857,0.263671875,178
5gs_22C,27.5,27.5,41,13.666666666666666,192.168.0.10_C001H001S0001000042.bmp,0.032938058035714285,0.2607421875,190
5gs_22C,27.5,27.5,42,14.0,192.168.0.10_C001H001S0001000043.bmp,0.03530970982142857,0.26953125,197
5gs_22C,27.5,27.5,43,14.333333333333334,192.168.0.10_C001H001S0001000044.bmp,0.03364955357142857,0.265625,186
5gs_22C,27.5,27.5,44,14.666666666666666,192.168.0.10_C001H001S0001000045.bmp,0.03217075892857143,0.27734375,188
5gs_22C,27.5,27.5,45,15.0,192.168.0.10_C001H001S0001000046.bmp,0.029673549107142858,0.251953125,177
5gs_22C,27.5,27.5,46,15.333333333333334,192.168.0.10_C001H001S0001000047.bmp,0.03304966517857143,0.2626953125,178
5gs_22C,27.5,27.5,47,15.666666666666666,192.168.0.10_C001H001S0001000048.bmp,0.03215680803571429,0.2646484375,173
5gs_22C,27.5,27.5,48,16.0,192.168.0.10_C001H001S0001000049.bmp,0.031166294642857143,0.2666015625,178
5gs_22C,27.5,27.5,49,16.333333333333332,192.168.0.10_C001H001S0001000050.bmp,0.03136160714285714,0.2724609375,184
5gs_22C,27.5,27.5,50,16.666666666666668,192.168.0.10_C001H001S0001000051.bmp,0.031975446428571426,0.28125,196
5gs_22C,27.5,27.5,51,17.0,192.168.0.10_C001H001S0001000052.bmp,0.03564453125,0.2958984375,192
5gs_22C,27.5,27.5,52,17.333333333333332,192.168.0.10_C001H001S0001000053.bmp,0.03510044642857143,0.28125,183
5gs_22C,27.5,27.5,53,17.666666666666668,192.168.0.10_C001H001S0001000054.bmp,0.03282645089285714,0.263671875,184
5gs_22C,27.5,27.5,54,18.0,192.168.0.10_C001H001S0001000055.bmp,0.05523158482142857,0.296875,182
5gs_22C,27.5,27.5,55,18.333333333333332,192.168.0.10_C001H001S0001000056.bmp,0.03560267857142857,0.2822265625,191
