state_label,state_voltage,frame_name,vapor_area_fraction,active_length_fraction,vapor_front_x_px
25V,25.0,192.168.0.10_C001H001S0001000001.bmp,0.08897879464285714,0.1865234375,1023.0
25V,25.0,192.168.0.10_C001H001S0001000022.bmp,0.16146763392857144,0.353515625,1023.0
25V,25.0,192.168.0.10_C001H001S0001000044.bmp,0.10071149553571429,0.25390625,1023.0
25V,25.0,192.168.0.10_C001H001S0001000066.bmp,0.10905412946428572,0.2236328125,1023.0
25V,25.0,192.168.0.10_C001H001S0001000088.bmp,0.14448939732142857,0.2861328125,1023.0
25V,25.0,192.168.0.10_C001H001S0001000110.bmp,0.13373325892857144,0.3623046875,1022.0
30V,30.0,192.168.0.10_C001H001S0001000001.bmp,0.03854631696428571,0.2607421875,1015.0
30V,30.0,192.168.0.10_C001H001S0001000022.bmp,0.09239676339285714,0.3369140625,1008.0
30V,30.0,192.168.0.10_C001H001S0001000043.bmp,0.08412388392857142,0.287109375,1023.0
30V,30.0,192.168.0.10_C001H001S0001000064.bmp,0.08696986607142858,0.3056640625,1018.0
30V,30.0,192.168.0.10_C001H001S0001000085.bmp,0.06312779017857142,0.27734375,1022.0
30V,30.0,192.168.0.10_C001H001S0001000106.bmp,0.09259207589285715,0.3505859375,1011.0
35V,35.0,192.168.0.10_C001H001S0001000001.bmp,0.05990513392857143,0.3349609375,1022.0
35V,35.0,192.168.0.10_C001H001S0001000022.bmp,0.04253627232142857,0.3046875,1023.0
35V,35.0,192.168.0.10_C001H001S0001000043.bmp,0.044112723214285714,0.3173828125,1023.0
35V,35.0,192.168.0.10_C001H001S0001000065.bmp,0.059333147321428574,0.314453125,1016.0
35V,35.0,192.168.0.10_C001H001S0001000086.bmp,0.04624720982142857,0.2890625,1022.0
35V,35.0,192.168.0.10_C001H001S0001000108.bmp,0.05626395089285714,0.2978515625,1019.0
40V,40.0,192.168.0.10_C001H001S0001000001.bmp,0.05330636160714286,0.3544921875,1019.0
40V,40.0,192.168.0.10_C001H001S0001000039.bmp,0.05160435267857143,0.3603515625,1019.0
40V,40.0,192.168.0.10_C001H001S0001000078.bmp,0.060226004464285714,0.3798828125,1021.0
40V,40.0,192.168.0.10_C001H001S0001000117.bmp,0.059375,0.4091796875,1023.0
40V,40.0,192.168.0.10_C001H001S0001000156.bmp,0.057882254464285715,0.3779296875,1023.0
40V,40.0,192.168.0.10_C001H001S0001000195.bmp,0.06895926339285714,0.4140625,1017.0
45V,45.0,192.168.0.10_C001H001S0001000001.bmp,0.11713169642857142,0.5126953125,1014.0
45V,45.0,192.168.0.10_C001H001S0001000022.bmp,0.07752511160714286,0.453125,1010.0
45V,45.0,192.168.0.10_C001H001S0001000043.bmp,0.15601283482142858,0.525390625,1023.0
45V,45.0,192.168.0.10_C001H001S0001000065.bmp,0.10552455357142858,0.4931640625,1023.0
45V,45.0,192.168.0.10_C001H001S0001000086.bmp,0.10206473214285715,0.4990234375,1011.0
45V,45.0,192.168.0.10_C001H001S0001000108.bmp,0.10528738839285715,0.4326171875,1017.0
50V,50.0,192.168.0.10_C001H001S0001000001.bmp,0.2565708705357143,0.6640625,1020.0
50V,50.0,192.168.0.10_C001H001S0001000019.bmp,0.2727678571428571,0.69140625,1021.0
50V,50.0,192.168.0.10_C001H001S0001000038.bmp,0.26072823660714284,0.681640625,1023.0
50V,50.0,192.168.0.10_C001H001S0001000057.bmp,0.27501395089285713,0.7099609375,1018.0
50V,50.0,192.168.0.10_C001H001S0001000076.bmp,0.2669642857142857,0.6806640625,1018.0
50V,50.0,192.168.0.10_C001H001S0001000095.bmp,0.26573660714285713,0.6865234375,1021.0
52.5V,52.5,192.168.0.10_C001H001S0001000001.bmp,0.27159598214285713,0.6884765625,1022.0
52.5V,52.5,192.168.0.10_C001H001S0001000019.bmp,0.31344866071428573,0.703125,1018.0
52.5V,52.5,192.168.0.10_C001H001S0001000038.bmp,0.31212332589285713,0.72265625,1021.0
52.5V,52.5,192.168.0.10_C001H001S0001000057.bmp,0.2894810267857143,0.7138671875,1017.0
52.5V,52.5,192.168.0.10_C001H001S0001000076.bmp,0.30301339285714285,0.748046875,1021.0
52.5V,52.5,192.168.0.10_C001H001S0001000095.bmp,0.31798270089285713,0.7451171875,1022.0
55V,55.0,192.168.0.10_C001H001S0001000001.bmp,0.1908203125,0.587890625,1023.0
55V,55.0,192.168.0.10_C001H001S0001000022.bmp,0.16448102678571427,0.5703125,1023.0
55V,55.0,192.168.0.10_C001H001S0001000043.bmp,0.14946986607142856,0.5712890625,1017.0
55V,55.0,192.168.0.10_C001H001S0001000064.bmp,0.12744140625,0.5390625,992.0
55V,55.0,192.168.0.10_C001H001S0001000085.bmp,0.17732979910714286,0.583984375,1006.0
55V,55.0,192.168.0.10_C001H001S0001000107.bmp,0.1640625,0.5712890625,1020.0
